iter,attempt,entry_params,exit_params,trades,final_equity,net_profit_abs,total_return_%,max_drawdown_%,max_drawdown_abs_%,avg_bars_held,long_trade_pct,short_trade_pct,commission_sum,win_rate_%,avg_profit_per_trade,avg_mfe,avg_mae,avg_mfe_R,avg_mae_R,avg_giveback,wins,losses,equity_years,cagr_%,sortino,mar,davey_return_worse,davey_maxdd_worse,davey_both_worse,favourable
1,1,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 1}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,86530.58368096924,-13469.416319030759,-13.469416319030758,-18.020935860483746,18.020935860483746,1.2222222222222223,52.38095238095239,47.61904761904761,7258.24221417072,38.095238095238095,-213.80025903223415,0.0010660317460317549,-0.0010215873015873046,1.7490634690981153,-2.0994181054679264,0.7511322948205089,24,39,1.987565594341775,-7.02027012673253,-1.5539638436145804,-0.3895619062784945,True,True,True,True
2,2,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 2}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",61,77869.84444172173,-22130.155558278275,-22.130155558278275,-24.924751731168605,24.924751731168605,0.9672131147540983,52.459016393442624,47.540983606557376,8804.075690676715,32.78688524590164,-362.7894353816111,0.0008152459016393342,-0.0009029508196721314,2.0984101390340784,-2.1357723325889624,0.8205099827863106,20,41,1.987565594341775,-11.825125254267977,-2.578267959545315,-0.4744330207101145,True,True,True,True
3,3,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 3}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,72011.72947005057,-27988.270529949426,-27.98827052994942,-30.151213859793636,30.151213859793636,1.5396825396825398,52.38095238095239,47.61904761904761,7520.643886414981,26.984126984126984,-444.2582623801491,0.0010555555555555557,-0.0011012698412698413,2.0340915606676835,-1.6040305698346162,0.8531279552780472,17,46,1.987565594341775,-15.227386789983266,-3.325319278140624,-0.505033955209639,True,True,True,True
4,4,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 4}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",62,66879.83638266032,-33120.163617339684,-33.120163617339685,-35.90367641989173,35.90367641989173,1.3387096774193548,51.61290322580645,48.38709677419355,13856.089828783339,29.03225806451613,-534.1961873764465,0.0010533870967741896,-0.0010029032258064429,4.530413444370977,-2.9365579395149397,0.8423956742231622,18,44,1.987565594341775,-18.322748350753837,-2.7928664643153676,-0.5103307008583242,True,True,True,True
5,5,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 5}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,74390.2859362355,-25609.714063764506,-25.60971406376451,-26.628759076589514,26.628759076589514,1.873015873015873,52.38095238095239,47.61904761904761,8862.719462944833,30.158730158730158,-406.50339783753174,0.00094269841269841,-0.00091492063492063,2.069960517073834,-1.7641915541093767,0.8043356231406252,19,44,1.987565594341775,-13.829976683492484,-2.8929765543518804,-0.5193624172915745,True,True,True,True
6,6,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 6}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,73023.07653863952,-26976.92346136048,-26.97692346136048,-27.779374851895,27.779374851895,1.1428571428571428,52.38095238095239,47.61904761904761,7626.764822469807,28.57142857142857,-428.2051343073092,0.0009801587301587191,-0.0009973015873015864,2.6056146660530177,-1.6547774245012061,0.8271519075199971,18,45,1.987565594341775,-14.630456382186562,-3.059514562513817,-0.5266661492632017,True,True,True,True
7,7,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 7}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,75027.79051538554,-24972.20948461446,-24.97220948461446,-30.87952303815792,30.87952303815792,1.6349206349206349,52.38095238095239,47.61904761904761,10850.07286850382,33.33333333333333,-396.3842775335626,0.0009590476190476354,-0.0010263492063491773,2.1783976590094647,-3.345979319434451,0.7818559777464893,21,42,1.987565594341775,-13.459227544995711,-2.5298126644641923,-0.4358625464636906,True,True,True,True
8,8,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 8}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,84825.27301933308,-15174.726980666921,-15.17472698066692,-17.52872341276189,17.52872341276189,0.746031746031746,52.38095238095239,47.61904761904761,8616.269361952402,38.095238095238095,-240.86868223280783,0.0009203174603174696,-0.0009107936507936612,2.1311503351465078,-1.5070039593883289,0.793363289604864,24,39,1.987565594341775,-7.946764745656543,-1.746455803496997,-0.4533567310367196,True,True,True,True
9,9,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 9}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,82116.6159389409,-17883.3840610591,-17.883384061059104,-22.21363876338741,22.21363876338741,1.4285714285714286,52.38095238095239,47.61904761904761,7160.715949677958,34.92063492063492,-283.8632390644305,0.0009117460317460166,-0.001000158730158734,1.6752973807597669,-2.057988721133363,0.7791212262852969,22,41,1.987565594341775,-9.437613629351361,-2.0650239805498347,-0.42485671662701496,True,True,True,True
10,10,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 10}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",22,-310026994983208.8,-310026995083208.8,-310026995083.2088,-304844584269.9473,304844584269.9473,2.227272727272727,50.0,50.0,221447853630712.8,40.909090909090914,-14092136140145.855,0.0012240909090909045,-0.0010459090909090897,300922338739.1242,-100307446247.22394,0.7032102987242844,9,13,1.987565594341775,,-0.8421880349105371,,True,True,True,True
11,11,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 11}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,91938.3592568175,-8061.640743182506,-8.061640743182508,-15.592075268652971,15.592075268652971,2.9365079365079363,52.38095238095239,47.61904761904761,6869.079100675372,41.269841269841265,-127.96255147908721,0.001283492063492052,-0.0009960317460317649,1.6248385657417912,-1.6185246652690206,0.7417310946071672,26,37,1.987565594341775,-4.14071384948429,-0.9080838373942192,-0.26556528096096177,True,True,True,True
12,12,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 12}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,68009.18847702735,-31990.811522972654,-31.99081152297265,-34.11376848088346,34.11376848088346,1.4603174603174602,52.38095238095239,47.61904761904761,10796.925213166134,26.984126984126984,-507.79065909480425,0.0010315873015872927,-0.000955873015873029,2.969729827676516,-2.445778674338366,0.8220433557599576,17,46,1.987565594341775,-17.631708183205618,-3.236046874029034,-0.5168502035501005,True,True,True,True
13,13,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 13}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,78676.35226956717,-21323.64773043283,-21.323647730432825,-23.27433509575483,23.27433509575483,1.1746031746031746,52.38095238095239,47.61904761904761,10030.122158741313,34.92063492063492,-338.4705988957584,0.0009358730158730214,-0.0008666666666666594,2.0678910720341785,-2.1488055006666977,0.7779174244183074,22,41,1.987565594341775,-11.366825633726407,-2.304508522388106,-0.4883845483431096,True,True,True,True
14,14,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 14}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,69607.27766278933,-30392.722337210667,-30.392722337210664,-31.392898159226746,31.392898159226746,1.3333333333333333,52.38095238095239,47.61904761904761,9105.43465401572,26.984126984126984,-482.4241640827091,0.0010460317460317472,-0.0011277777777777822,3.0412749881257346,-2.6741546641745346,0.8495596066135903,17,46,1.987565594341775,-16.663522333891923,-3.367623906777959,-0.530805478658692,True,True,True,True
15,15,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 15}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,67637.11100184375,-32362.888998156253,-32.36288899815626,-33.234549052196826,33.234549052196826,0.6666666666666666,52.38095238095239,47.61904761904761,10881.513023005831,26.984126984126984,-513.696650764384,0.0007723809523809547,-0.0010252380952381047,2.3599191781780897,-3.1000289483106336,0.8272271741441455,17,46,1.987565594341775,-17.858744785548474,-3.342430858845848,-0.5373548098245672,True,True,True,True
16,16,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 16}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",62,82180.69791229468,-17819.30208770532,-17.819302087705324,-22.588081483458723,22.588081483458723,1.1774193548387097,51.61290322580645,48.38709677419355,9481.56308201691,37.096774193548384,-287.4080981887961,0.0010524193548387066,-0.001007580645161298,1.9707057467100082,-2.499210504001159,0.7810867663418208,23,39,1.987565594341775,-9.402063020149276,-1.9924711990713373,-0.4162399992683937,True,True,True,True
17,17,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 17}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,77020.9245795945,-22979.075420405497,-22.979075420405493,-26.057560239737953,26.057560239737953,1.873015873015873,52.38095238095239,47.61904761904761,7720.813537221116,31.746031746031743,-364.74722889532507,0.0009830158730158877,-0.0011336507936507906,1.625495388895061,-2.1584416082831903,0.8022367915717963,20,43,1.987565594341775,-12.310080704008264,-2.64268617459691,-0.47241877561642587,True,True,True,True
18,18,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 18}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",62,77812.70499866027,-22187.295001339735,-22.187295001339734,-24.327487082812958,24.327487082812958,1.7258064516129032,51.61290322580645,48.38709677419355,8040.338404085783,32.25806451612903,-357.8595967958016,0.0009641935483871066,-0.0010953225806451456,1.4292854836738866,-2.226623955787133,0.8033678869485212,20,42,1.987565594341775,-11.857684120216117,-2.581840373698453,-0.4874191929421848,True,True,True,True
19,19,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 19}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",62,90341.5416817465,-9658.458318253499,-9.658458318253494,-11.940565757088129,11.940565757088129,1.064516129032258,53.2258064516129,46.774193548387096,8495.087230601997,41.935483870967744,-155.7815857782819,0.0010754838709677503,-0.0008130645161290226,2.277047656870377,-1.6398132173678162,0.7708452340442461,26,36,1.987565594341775,-4.982026730229771,-1.0645854241794723,-0.4172354000288766,True,True,True,True
20,20,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 20}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,78769.1929067417,-21230.807093258307,-21.230807093258306,-22.068727435153413,22.068727435153413,0.7619047619047619,52.38095238095239,47.61904761904761,6522.642802184,31.746031746031743,-336.9969379882269,0.0008095238095237979,-0.001093809523809517,1.4170865997423605,-2.051892027391486,0.8081860546417613,20,43,1.987565594341775,-11.314218884365633,-2.588981192485794,-0.5126810740497498,True,True,True,True
21,21,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 21}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",62,78193.38699085572,-21806.613009144276,-21.80661300914427,-23.919438892606372,23.919438892606372,2.8225806451612905,53.2258064516129,46.774193548387096,10792.006095418568,35.483870967741936,-351.7195646636179,0.001079516129032257,-0.0009070967741935674,2.803161233523219,-2.648931539829337,0.7634291467742707,22,40,1.987565594341775,-11.640989603349416,-2.2808563962009307,-0.4866748612128903,True,True,True,True
22,22,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 22}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,70689.71372857718,-29310.286271422825,-29.310286271422825,-29.8089329627618,29.8089329627618,0.5873015873015873,52.38095238095239,47.61904761904761,9649.812402094698,28.57142857142857,-465.2426392289335,0.0008234920634920764,-0.0009636507936508049,1.9651418818721937,-2.7089722874847566,0.8176728357911542,18,45,1.987565594341775,-16.014001411362976,-3.173430219397359,-0.5372215580936137,True,True,True,True
23,23,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 23}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,90272.71977412316,-9727.280225876835,-9.727280225876832,-12.411952066331377,12.411952066331377,1.3174603174603174,52.38095238095239,47.61904761904761,8245.97162752791,41.269841269841265,-154.40127342661503,0.000960952380952378,-0.000964285714285712,2.3740606992697773,-1.581935689914008,0.7504000854234202,26,37,1.987565594341775,-5.01845224670009,-1.1449280177961958,-0.4043241723687548,True,True,True,True
24,24,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 24}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,90716.12053897904,-9283.879461020959,-9.28387946102096,-13.120922980243977,13.120922980243977,1.507936507936508,52.38095238095239,47.61904761904761,9654.43097540447,41.269841269841265,-147.3631660479516,0.0010041269841269856,-0.0009049206349206279,2.090767886819255,-1.431503893325045,0.741036642759866,26,37,1.987565594341775,-4.7840138725887655,-1.0680863045670128,-0.36460955374800996,True,True,True,True
25,25,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 25}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,86449.24808761424,-13550.751912385764,-13.550751912385762,-15.121586030701351,15.121586030701351,1.4444444444444444,52.38095238095239,47.61904761904761,10281.23892412762,41.269841269841265,-215.0913001965992,0.0008558730158730225,-0.0007985714285714298,2.0814629358477386,-2.065663679286065,0.7593005300552801,26,37,1.987565594341775,-7.064252561616646,-1.539901804082059,-0.46716346732902864,True,True,True,True
26,26,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 26}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,80140.92158420046,-19859.078415799537,-19.859078415799537,-23.057635184473334,23.057635184473334,1.0317460317460319,52.38095238095239,47.61904761904761,9049.70049286773,34.92063492063492,-315.22346691745304,0.0009565079365079291,-0.0008892063492063521,2.7140428702169372,-1.991743226352004,0.7885056632790977,22,41,1.987565594341775,-10.54051003856652,-2.2397184193412207,-0.4571375145038439,True,True,True,True
27,27,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 27}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",62,94528.77420259127,-5471.225797408726,-5.47122579740873,-18.610903592231733,18.610903592231733,1.4838709677419355,53.2258064516129,46.774193548387096,10143.898969115695,46.774193548387096,-88.24557737756048,0.0010317741935484063,-0.0007396774193548209,2.43032698425391,-1.9967640858619464,0.754083186914832,29,33,1.987565594341775,-2.791201297432744,-0.560918676446605,-0.14997666736599521,True,True,True,True
28,28,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 28}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,74816.8161773402,-25183.183822659805,-25.183183822659807,-27.62971061130498,27.62971061130498,1.6507936507936507,52.38095238095239,47.61904761904761,11130.550916904946,33.33333333333333,-399.733076550155,0.0012055555555555725,-0.001133968253968239,2.819343864035073,-2.7534675299285225,0.7794191778955238,21,42,1.987565594341775,-13.5817485319361,-2.5523769100615836,-0.4915631843924919,True,True,True,True
29,29,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 29}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,82660.5746574584,-17339.425342541595,-17.339425342541592,-22.200625353947277,22.200625353947277,1.8888888888888888,52.38095238095239,47.61904761904761,10263.372332821358,36.507936507936506,-275.2289736911356,0.0009644444444444362,-0.0010896825396825378,2.2389906522755445,-1.749391890151021,0.726421718955777,23,40,1.987565594341775,-9.136279490056666,-1.9078152559673258,-0.41153252867411827,True,True,True,True
30,30,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 30}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,79762.72403806366,-20237.275961936335,-20.23727596193633,-22.154848634290268,22.154848634290268,2.634920634920635,52.38095238095239,47.61904761904761,8980.799911844828,34.92063492063492,-321.22660257041844,0.0010066666666666848,-0.0010100000000000011,2.0014525711641498,-2.1546160709642264,0.7972974450056516,22,41,1.987565594341775,-10.753166897636678,-2.3059029602435848,-0.4853640426589697,True,True,True,True
31,31,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 31}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",61,88576.54482232431,-11423.455177675685,-11.42345517767569,-13.045293742871934,13.045293742871934,1.2950819672131149,50.81967213114754,49.18032786885246,8653.05999109285,40.98360655737705,-187.26975701107668,0.0010963934426229443,-0.0008060655737705053,2.0893442146912617,-2.2907157598881516,0.7642911587099712,25,36,1.987565594341775,-5.920591523922003,-1.2358006916598256,-0.4538488469956506,True,True,True,True
32,32,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 32}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,83918.83651839895,-16081.163481601048,-16.081163481601045,-18.79039002247598,18.79039002247598,2.984126984126984,52.38095238095239,47.61904761904761,10753.81987447156,39.682539682539684,-255.25656320001644,0.0010328571428571388,-0.0011276190476190511,1.61210394645684,-3.017849150518345,0.7281350474811242,25,38,1.987565594341775,-8.442999641886539,-1.69641146701706,-0.4493254068589056,True,True,True,True
33,33,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 33}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,71450.24964278056,-28549.75035721944,-28.549750357219438,-29.24625911126556,29.24625911126556,2.0952380952380953,52.38095238095239,47.61904761904761,7941.328305726089,26.984126984126984,-453.170640590785,0.0010836507936507768,-0.0012222222222222215,2.376549216800197,-2.317972217065267,0.8342452397383515,17,46,1.987565594341775,-15.560589668617874,-3.330599135478569,-0.5320540178974202,True,True,True,True
34,34,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 34}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,87793.05868851695,-12206.941311483053,-12.206941311483055,-19.248875720121738,19.248875720121738,0.9206349206349206,52.38095238095239,47.61904761904761,13580.687626574689,44.44444444444444,-193.76097319814232,0.0011941269841269757,-0.0007693650793650655,3.2738721968671216,-2.608440044768887,0.7663550179124078,28,35,1.987565594341775,-6.34019900667867,-1.133318454818559,-0.3293802245318134,True,True,True,True
35,35,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 35}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",62,69515.90756700031,-30484.092432999692,-30.484092432999688,-30.484092432999688,30.484092432999688,2.096774193548387,51.61290322580645,48.38709677419355,9859.237455572436,27.419354838709676,-491.6789102096721,0.0008404838709677113,-0.0009480645161290654,1.7167642757061046,-2.7630721132587386,0.8286511522081957,17,45,1.987565594341775,-16.718578352100987,-3.21308888073541,-0.5484361520306494,True,True,True,True
36,36,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 36}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,76536.65600495013,-23463.343995049872,-23.46334399504987,-23.943863303732048,23.943863303732048,1.8888888888888888,52.38095238095239,47.61904761904761,14256.424563618852,38.095238095238095,-372.4340316674574,0.0010188888888888602,-0.0009161904761904901,3.9889843107023775,-2.9893781506453916,0.7732383965480946,24,39,1.987565594341775,-12.587914932751021,-2.1100838007907856,-0.525726144234585,True,True,True,True
37,37,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 37}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,74297.64942143996,-25702.350578560043,-25.70235057856004,-27.496126007631126,27.496126007631126,1.380952380952381,52.38095238095239,47.61904761904761,10648.846982592113,31.746031746031743,-407.9738187073032,0.0010615873015873095,-0.0010033333333333155,2.0555405772103303,-2.0520305034454616,0.7879406807457893,20,43,1.987565594341775,-13.883981829027414,-2.6585160421396328,-0.5049431990955427,True,True,True,True
38,38,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 38}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,74269.60276483056,-25730.39723516944,-25.730397235169445,-25.826236183557715,25.826236183557715,1.3333333333333333,52.38095238095239,47.61904761904761,12268.970930299096,31.746031746031743,-408.4190037328481,0.0007695238095238002,-0.0008609523809523855,2.9349908809349783,-1.7539774747823116,0.8078957108406197,20,43,1.987565594341775,-13.900339038993327,-2.5769934797219527,-0.5382255060395902,True,True,True,True
39,39,"[{'long_ratio': 0.52, 'side': 'both', 'target_entries': 63, 'seed': 39}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",62,95948.2686500889,-4051.731349911104,-4.051731349911103,-11.753856746919844,11.753856746919844,0.6451612903225806,53.2258064516129,46.774193548387096,8187.797646225448,45.16129032258064,-65.35050564372692,0.0009629032258064495,-0.0008440322580645267,2.156152163923653,-1.563008824665571,0.7344690482192947,28,34,1.987565594341775,-2.0594851815655013,-0.44134209409898945,-0.1752178221931452,True,True,True,True
